"cod_producto";"fecha";"ventas";"cod_punto_venta"
"A";2022-01-16;0,219123103247703;"cod_pv_5803"
"A";2019-05-12;0,465210442796718;"cod_pv_2574"
"A";2022-07-13;0,217777376199323;"cod_pv_2574"
"A";2019-04-16;0,50088209217355;"cod_pv_2574"
"A";2021-10-06;0,180789929918285;"cod_pv_5803"
"A";2020-08-12;0,286678826964236;"cod_pv_2574"
"A";2021-10-19;0,286905279564488;"cod_pv_5803"
"A";2019-03-02;0,255968804883696;"cod_pv_2574"
"A";2019-05-10;0,59754629289752;"cod_pv_2574"
"A";2022-03-07;0,29106669904393;"cod_pv_5803"
"A";2020-10-04;0,280073300617239;"cod_pv_5803"
"A";2020-01-18;0,230382484653742;"cod_pv_5803"
"A";2021-10-29;0,300999553871436;"cod_pv_5803"
"A";2021-03-01;0,267258681153609;"cod_pv_5803"
"A";2020-04-14;0,406872074046047;"cod_pv_5803"
"A";2020-07-07;0,297736038717183;"cod_pv_5803"
"A";2020-06-27;0,342369789754855;"cod_pv_5803"
"A";2019-03-22;0,302986237780877;"cod_pv_5803"
"A";2020-02-01;0,316104111724146;"cod_pv_2574"
"A";2021-02-21;0,251840139146934;"cod_pv_5803"
"A";2022-02-04;0,3053343422992;"cod_pv_2574"
"A";2019-08-06;0,296765285550517;"cod_pv_5803"
"A";2020-03-02;0,403501262148533;"cod_pv_2574"
"A";2021-05-25;0,351056872921126;"cod_pv_5803"
"A";2021-06-07;0,305811530446863;"cod_pv_5803"
"A";2021-07-08;0,242280564042038;"cod_pv_2574"
"A";2020-11-20;0,313236465080557;"cod_pv_5803"
"A";2019-10-11;0,239092721327769;"cod_pv_5803"
"A";2019-10-09;0,167425838185217;"cod_pv_5803"
"A";2021-02-10;0,258773767640432;"cod_pv_2574"
"A";2020-12-14;0,203187842714269;"cod_pv_5803"
"A";2020-05-04;0,424742628996098;"cod_pv_5803"
"A";2019-10-06;0,263072978727009;"cod_pv_2574"
"A";2019-08-08;0,204906849485258;"cod_pv_2574"
"A";2021-03-07;0,266607559337923;"cod_pv_5803"
"A";2021-02-04;0,228076169393322;"cod_pv_2574"
"A";2020-12-11;0,247025903692702;"cod_pv_5803"
"A";2019-10-28;0,230937604120195;"cod_pv_2574"
"A";2019-06-28;0,324566436449268;"cod_pv_5803"
"A";2019-09-13;0,275374832701788;"cod_pv_5803"
"A";2021-10-15;0,217956957064361;"cod_pv_5803"
"A";2019-09-26;0,289067026581356;"cod_pv_2574"
"A";2020-04-08;0,422099176073956;"cod_pv_2574"
"A";2020-08-22;0,336317123995505;"cod_pv_2574"
"A";2020-12-20;0,202516390989332;"cod_pv_2574"
"A";2020-11-24;0,325732017912909;"cod_pv_5803"
"A";2022-06-04;0,239905352978049;"cod_pv_2574"
"A";2019-12-23;0,224373302311398;"cod_pv_5803"
"A";2022-02-22;0,343485111165073;"cod_pv_2574"
"A";2019-05-19;0,432399098707357;"cod_pv_2574"
"A";2021-01-14;0,185690567486828;"cod_pv_5803"
"A";2020-10-20;0,257638116320964;"cod_pv_5803"
"A";2019-09-24;0,182575573614037;"cod_pv_5803"
"A";2020-02-12;0,302247019691776;"cod_pv_2574"
"A";2020-03-02;0,321628764562709;"cod_pv_5803"
"A";2020-03-30;0,332119562455175;"cod_pv_5803"
"A";2020-05-22;0,49412804454509;"cod_pv_5803"
"A";2020-02-29;0,323912491035075;"cod_pv_2574"
"A";2020-10-21;0,294557796237837;"cod_pv_2574"
"A";2019-07-13;0,27592938744854;"cod_pv_5803"
"A";2022-06-19;0,197746768391509;"cod_pv_2574"
"A";2022-04-04;0,320835333382276;"cod_pv_2574"
"A";2022-01-01;0,220773778934826;"cod_pv_5803"
"A";2022-06-05;0,189214983143117;"cod_pv_5803"
"A";2020-03-07;0,30781289706854;"cod_pv_2574"
"A";2021-03-29;0,280689974531141;"cod_pv_5803"
"A";2022-03-05;0,292755210951044;"cod_pv_5803"
"A";2021-04-20;0,50143212916269;"cod_pv_2574"
"A";2020-10-18;0,233449477351916;"cod_pv_5803"
"A";2021-11-01;0,238254112571225;"cod_pv_5803"
"A";2019-04-04;0,333395264260584;"cod_pv_2574"
"A";2020-06-29;0,421357699106049;"cod_pv_2574"
"A";2020-08-11;0,362222510856736;"cod_pv_2574"
"A";2021-07-08;0,212414797915055;"cod_pv_5803"
"A";2019-06-09;0,301176875857668;"cod_pv_5803"
"A";2019-07-04;0,251028636936057;"cod_pv_2574"
"A";2021-12-17;0,260642989851987;"cod_pv_2574"
"A";2022-05-03;0,237511506163916;"cod_pv_5803"
"A";2021-10-01;0,219007900428622;"cod_pv_2574"
"A";2021-11-22;0,354295540408518;"cod_pv_2574"
"A";2020-11-25;0,261712568966393;"cod_pv_2574"
"A";2021-11-15;0,245356592255434;"cod_pv_5803"
"A";2021-01-07;0,357522348782182;"cod_pv_5803"
"A";2022-05-07;0,314808080009487;"cod_pv_2574"
"A";2020-09-20;0,409448890043427;"cod_pv_2574"
"A";2021-09-03;0,284940055003699;"cod_pv_2574"
"A";2021-03-19;0,32012322183884;"cod_pv_2574"
"A";2020-01-13;0,316446896582881;"cod_pv_2574"
"A";2019-07-21;0,244619068325437;"cod_pv_5803"
"A";2021-07-16;0,247075599026423;"cod_pv_2574"
"A";2019-11-05;0,259585834571011;"cod_pv_5803"
"A";2019-07-06;0,302751314385105;"cod_pv_5803"
"A";2021-11-21;0,312312583649106;"cod_pv_2574"
"A";2020-08-20;0,255240881188622;"cod_pv_2574"
"A";2020-07-29;0,304526793126232;"cod_pv_5803"
"A";2020-11-17;0,379205891155925;"cod_pv_5803"
"A";2020-11-18;0,371053597546858;"cod_pv_2574"
"A";2021-06-25;0,297570011124978;"cod_pv_5803"
"A";2020-03-11;0,25693052253514;"cod_pv_5803"
"A";2020-06-06;0,30653267750552;"cod_pv_5803"
"A";2020-05-03;0,381605949886774;"cod_pv_5803"
"A";2021-01-04;0,290335951750349;"cod_pv_5803"
"A";2019-12-03;0,32661467480616;"cod_pv_2574"
"A";2019-04-14;0,369602832634022;"cod_pv_2574"
"A";2020-12-10;0,187353667007381;"cod_pv_5803"
"A";2020-07-30;0,280508699507;"cod_pv_5803"
"A";2020-03-06;0,402282597032963;"cod_pv_5803"
"A";2020-09-23;0,220865263526449;"cod_pv_5803"
"A";2020-09-23;0,186961751534626;"cod_pv_2574"
"A";2021-06-19;0,272839241242609;"cod_pv_5803"
"A";2020-11-12;0,245538996718978;"cod_pv_5803"
"A";2019-12-31;0,279164666617724;"cod_pv_5803"
"A";2019-08-24;0,31234307851298;"cod_pv_2574"
"A";2021-01-02;0,449829737010035;"cod_pv_2574"
"A";2021-05-09;0,369108702895318;"cod_pv_5803"
"A";2022-03-23;0,292185408772356;"cod_pv_2574"
"A";2019-08-11;0,261743628549969;"cod_pv_5803"
"A";2020-08-28;0,314224159838264;"cod_pv_5803"
"A";2022-02-01;0,297680131466746;"cod_pv_5803"
"A";2022-07-01;0,204136571812581;"cod_pv_5803"
"A";2022-06-20;0,234233308297427;"cod_pv_2574"
"A";2020-09-02;0,297323793335178;"cod_pv_2574"
"A";2022-05-13;0,262520118139362;"cod_pv_5803"
"A";2020-05-25;0,362744876580509;"cod_pv_5803"
"A";2021-02-17;0,247500268241858;"cod_pv_2574"
"A";2022-03-20;0,192855166338188;"cod_pv_5803"
"A";2021-04-16;0,474735005280129;"cod_pv_2574"
"A";2020-02-02;0,303108781956076;"cod_pv_5803"
"A";2021-01-27;0,281246788156698;"cod_pv_2574"
"A";2021-05-03;0,513132556655504;"cod_pv_2574"
"A";2021-02-14;0,315080839625252;"cod_pv_2574"
"A";2021-08-13;0,250070307602821;"cod_pv_5803"
"A";2020-04-25;0,477589663370586;"cod_pv_2574"
"A";2020-11-04;0,24295427464578;"cod_pv_5803"
"A";2021-09-04;0,30833808639082;"cod_pv_2574"
"A";2021-04-17;0,388424940280892;"cod_pv_2574"
"A";2022-03-27;0,187220393157856;"cod_pv_5803"
"A";2022-07-08;0,184037068201198;"cod_pv_5803"
"A";2020-03-15;0,327454413002106;"cod_pv_2574"
"A";2019-04-05;0,329087017658785;"cod_pv_5803"
"A";2020-08-30;0,282100079625478;"cod_pv_5803"
"A";2021-10-07;0,202824727946284;"cod_pv_5803"
"A";2021-01-06;0,378167371625094;"cod_pv_2574"
"A";2019-05-01;0,426595474336313;"cod_pv_2574"
"A";2020-12-18;0,231994759401171;"cod_pv_2574"
"A";2019-06-27;0,274801642204892;"cod_pv_5803"
"A";2022-05-18;0,232155139796362;"cod_pv_5803"
"A";2019-09-30;0,319421839969731;"cod_pv_5803"
"A";2019-03-05;0,264410234979868;"cod_pv_5803"
"A";2020-12-14;0,230321494925993;"cod_pv_2574"
"A";2019-04-09;0,344459252649947;"cod_pv_5803"
"A";2019-12-11;0,236913468000158;"cod_pv_2574"
"A";2021-01-21;0,218255129066688;"cod_pv_2574"
"A";2022-02-07;0,326043178468367;"cod_pv_2574"
"A";2019-08-28;0,247315040179807;"cod_pv_2574"
"A";2021-05-31;0,216756362979235;"cod_pv_5803"
"A";2019-09-02;0,30772254191632;"cod_pv_2574"
"A";2022-03-12;0,211367807588703;"cod_pv_2574"
"A";2021-05-18;0,491747751003789;"cod_pv_2574"
"A";2021-11-19;0,265382117585936;"cod_pv_5803"
"A";2021-08-27;0,310704261939586;"cod_pv_5803"
"A";2019-05-28;0,386683909441549;"cod_pv_5803"
"A";2020-07-21;0,416314752172759;"cod_pv_2574"
"A";2019-03-21;0,232887581249047;"cod_pv_5803"
"A";2020-07-11;0,248033363639957;"cod_pv_5803"
"A";2022-07-15;0,259194483817957;"cod_pv_5803"
"A";2020-11-21;0,273792488098532;"cod_pv_5803"
"A";2019-09-19;0,181624585636919;"cod_pv_2574"
"A";2021-06-22;0,35302435636072;"cod_pv_2574"
"A";2021-01-16;0,280038287995753;"cod_pv_5803"
"A";2020-01-24;0,343797965879636;"cod_pv_2574"
"A";2022-03-07;0,28583513573038;"cod_pv_2574"
"A";2021-12-20;0,285640307433405;"cod_pv_5803"
"A";2021-11-24;0,316992980534112;"cod_pv_2574"
"A";2019-07-30;0,322362900174498;"cod_pv_5803"
"A";2019-05-09;0,397585823276617;"cod_pv_2574"
"A";2020-05-09;0,422681966805776;"cod_pv_5803"
"A";2020-02-20;0,274789218371461;"cod_pv_2574"
"A";2021-08-16;0,306335025610038;"cod_pv_2574"
"A";2020-10-27;0,322335228909131;"cod_pv_2574"
"A";2022-02-21;0,272913784243191;"cod_pv_5803"
"A";2021-11-25;0,228762868550195;"cod_pv_5803"
"A";2020-02-18;0,463809373217603;"cod_pv_2574"
"A";2021-11-23;0,322893736693792;"cod_pv_5803"
"A";2022-06-22;0,145197341299646;"cod_pv_5803"
"A";2021-11-13;0,284174859808334;"cod_pv_2574"
"A";2022-03-27;0,215908153987768;"cod_pv_2574"
"A";2019-02-27;0,184231331778472;"cod_pv_2574"
"A";2022-07-14;0,16854737151215;"cod_pv_5803"
"A";2019-03-22;0,355091795187459;"cod_pv_2574"
"A";2020-12-24;0,332963253689031;"cod_pv_2574"
"A";2019-10-16;0,161429644396004;"cod_pv_2574"
"A";2020-12-02;0,261899491187549;"cod_pv_2574"
"A";2020-04-23;0,355534535433338;"cod_pv_5803"
"A";2019-09-04;0,210543316824694;"cod_pv_5803"
"A";2019-06-28;0,343529159301781;"cod_pv_2574"
"A";2019-04-23;0,431433992737705;"cod_pv_5803"
"A";2022-05-08;0,271769097408501;"cod_pv_5803"
"A";2020-01-16;0,201839292067382;"cod_pv_5803"
"A";2022-02-10;0,246130258246319;"cod_pv_2574"
"A";2019-07-13;0,287828031556537;"cod_pv_2574"
"A";2019-04-20;0,428062616120489;"cod_pv_2574"
"A";2021-06-17;0,271832910734757;"cod_pv_2574"
"A";2021-05-01;0,507936570683141;"cod_pv_2574"
"A";2020-06-22;0,269877286408891;"cod_pv_5803"
"A";2022-01-01;0,350273041975615;"cod_pv_2574"
"A";2021-07-30;0,271604199255699;"cod_pv_2574"
"A";2020-11-22;0,260366841918014;"cod_pv_2574"
"A";2019-07-24;0,208275402503967;"cod_pv_2574"
"A";2022-01-30;0,265810175119579;"cod_pv_5803"
"A";2019-09-15;0,337204863366068;"cod_pv_5803"
"A";2021-01-18;0,278143088677935;"cod_pv_5803"
"A";2022-05-09;0,248778228926073;"cod_pv_5803"
"A";2022-01-26;0,29695107833227;"cod_pv_2574"
"A";2019-03-31;0,311229451261866;"cod_pv_5803"
"A";2019-10-19;0,242925473941009;"cod_pv_2574"
"A";2019-05-03;0,526481400956635;"cod_pv_2574"
"A";2020-07-06;0,352272149718487;"cod_pv_2574"
"A";2021-05-21;0,399238757842545;"cod_pv_2574"
"A";2019-07-18;0,253005155890874;"cod_pv_2574"
"A";2021-03-26;0,454467779917438;"cod_pv_2574"
"A";2022-04-26;0,23659835440679;"cod_pv_5803"
"A";2022-07-17;0,162297618577019;"cod_pv_5803"
"A";2019-08-04;0,280566865636241;"cod_pv_5803"
"A";2021-11-18;0,282406157703624;"cod_pv_2574"
"A";2019-10-18;0,257934594164187;"cod_pv_5803"
"A";2021-09-11;0,273359912807278;"cod_pv_5803"
"A";2019-07-15;0,333834051468554;"cod_pv_2574"
"A";2020-11-27;0,278429966286234;"cod_pv_2574"
"A";2021-07-20;0,312205286905844;"cod_pv_5803"
"A";2020-02-27;0,261922079975604;"cod_pv_2574"
"A";2022-07-06;0,193044347438149;"cod_pv_2574"
"A";2021-06-27;0,281508818098137;"cod_pv_5803"
"A";2020-04-16;0,350662133849864;"cod_pv_5803"
"A";2021-01-09;0,315372234991162;"cod_pv_2574"
"A";2020-10-05;0,269850179863225;"cod_pv_2574"
"A";2020-09-07;0,30294218964417;"cod_pv_5803"
"A";2021-03-14;0,254634936949045;"cod_pv_2574"
"A";2019-05-11;0,428595711518588;"cod_pv_2574"
"A";2019-12-21;0,264292773281981;"cod_pv_5803"
"A";2019-04-21;0,333439312397292;"cod_pv_5803"
"A";2022-06-29;0,242981945911147;"cod_pv_2574"
"A";2020-01-17;0,283295591233291;"cod_pv_2574"
"A";2019-12-17;0,314167123148425;"cod_pv_2574"
"A";2021-05-20;0,28984012785254;"cod_pv_5803"
"A";2021-08-21;0,278673925197228;"cod_pv_2574"
"A";2022-04-08;0,327128005014711;"cod_pv_2574"
"A";2021-08-31;0,361508705154197;"cod_pv_2574"
"A";2019-07-29;0,272144636009917;"cod_pv_5803"
"A";2021-04-12;0,410609389029755;"cod_pv_2574"
"A";2022-06-02;0,225196663636004;"cod_pv_2574"
"A";2021-10-04;0,261003845741166;"cod_pv_2574"
"A";2021-06-05;0,277026637828314;"cod_pv_5803"
"A";2019-11-04;0,25538770831098;"cod_pv_5803"
"A";2020-04-27;0,401098944538878;"cod_pv_5803"
"A";2021-10-23;0,256385568023312;"cod_pv_5803"
"A";2019-11-10;0,244626974401256;"cod_pv_2574"
"A";2022-05-24;0,172979856448252;"cod_pv_5803"
"A";2022-06-04;0,170109950925858;"cod_pv_5803"
"A";2020-10-09;0,275065366305434;"cod_pv_5803"
"A";2021-05-17;0,413144415769233;"cod_pv_5803"
"A";2020-05-30;0,371268191033381;"cod_pv_2574"
"A";2021-09-07;0,351122945126187;"cod_pv_2574"
"A";2020-03-01;0,283230083747932;"cod_pv_2574"
"A";2020-11-15;0,30347980279988;"cod_pv_2574"
"A";2022-06-15;0,164309714873023;"cod_pv_5803"
"A";2022-01-22;0,296740437883656;"cod_pv_5803"
"A";2021-01-30;0,272844323719922;"cod_pv_5803"
"A";2020-05-15;0,552715454684068;"cod_pv_2574"
"A";2019-03-20;0,277753996803686;"cod_pv_5803"
"A";2021-02-03;0,236718639703183;"cod_pv_5803"
"A";2021-07-12;0,251717594971736;"cod_pv_5803"
"A";2020-02-16;0,296041879613054;"cod_pv_2574"
"A";2020-10-03;0,281014688359433;"cod_pv_2574"
"A";2020-06-08;0,358660258980455;"cod_pv_2574"
"A";2020-02-18;0,368320918911898;"cod_pv_5803"
"A";2020-02-11;0,360741251080026;"cod_pv_5803"
"A";2020-08-17;0,247629024333772;"cod_pv_5803"
"A";2021-09-15;0,221023949762535;"cod_pv_5803"
"A";2021-05-07;0,408111069070867;"cod_pv_5803"
"A";2020-01-15;0,255779623783735;"cod_pv_5803"
"A";2019-02-23;0,190636947351182;"cod_pv_5803"
"A";2019-04-19;0,332544796390312;"cod_pv_5803"
"A";2019-11-08;0,303759903771763;"cod_pv_5803"
"A";2021-08-11;0,243662433151305;"cod_pv_2574"
"A";2020-07-08;0,248679967698033;"cod_pv_5803"
"A";2020-04-20;0,342411579012757;"cod_pv_5803"
"A";2022-04-22;0,379312058459783;"cod_pv_2574"
"A";2021-06-26;0,270280496275674;"cod_pv_5803"
"A";2022-01-11;0,2974147132071;"cod_pv_2574"
"A";2021-09-28;0,130518582101774;"cod_pv_5803"
"A";2022-05-09;0,455308647552787;"cod_pv_2574"
"A";2019-11-28;0,217450968211928;"cod_pv_2574"
"A";2020-04-22;0,361388419857804;"cod_pv_5803"
"A";2021-04-24;0,36308596728014;"cod_pv_5803"
"A";2021-02-09;0,386510540493226;"cod_pv_2574"
"A";2020-02-05;0,296129411166767;"cod_pv_5803"
"A";2020-06-25;0,285838524048589;"cod_pv_2574"
"A";2020-03-06;0,390996109081257;"cod_pv_2574"
"A";2021-09-12;0,338013541978439;"cod_pv_2574"
"A";2021-04-18;0,30548229886096;"cod_pv_5803"
"A";2022-06-15;0,219855544700388;"cod_pv_2574"
"A";2019-06-14;0,259768239034555;"cod_pv_5803"
"A";2019-12-02;0,281760118365249;"cod_pv_2574"
"A";2020-05-21;0,472583987937587;"cod_pv_2574"
"A";2020-06-05;0,32009837417198;"cod_pv_5803"
"A";2021-06-18;0,264650805572654;"cod_pv_5803"
"A";2020-05-12;0,453731950146545;"cod_pv_5803"
"A";2020-04-12;0,378869318213905;"cod_pv_2574"
"A";2020-06-06;0,283157234906454;"cod_pv_2574"
"A";2022-04-05;0,223236521552527;"cod_pv_5803"
"A";2022-01-31;0,252159205778212;"cod_pv_5803"
"A";2021-02-19;0,325362126508507;"cod_pv_2574"
"A";2021-04-04;0,274145437911892;"cod_pv_5803"
"A";2020-09-28;0,197772745497772;"cod_pv_2574"
"A";2019-04-15;0,293345343038983;"cod_pv_5803"
"A";2019-09-06;0,257172222567329;"cod_pv_5803"
"A";2020-10-24;0,290145641210985;"cod_pv_2574"
"A";2020-11-28;0,277838140039191;"cod_pv_2574"
"A";2020-05-13;0,392373460432914;"cod_pv_5803"
"A";2021-12-10;0,288622027456672;"cod_pv_5803"
"A";2021-06-08;0,299010611083189;"cod_pv_5803"
"A";2020-10-15;0,227845199035459;"cod_pv_5803"
"A";2020-02-24;0,295568644503301;"cod_pv_2574"
"A";2019-04-19;0,430306812213758;"cod_pv_2574"
"A";2021-07-02;0,257546631729341;"cod_pv_2574"
"A";2021-10-26;0,309970691047499;"cod_pv_5803"
"A";2020-07-28;0,373621378029015;"cod_pv_2574"
"A";2019-04-23;0,553704278881177;"cod_pv_2574"
"A";2022-07-15;0,248595824462528;"cod_pv_2574"
"A";2019-08-27;0,358066173854607;"cod_pv_2574"
"A";2020-03-10;0,374217157313967;"cod_pv_5803"
"A";2020-10-29;0,227010543316825;"cod_pv_5803"
"A";2021-09-08;0,260628871859453;"cod_pv_2574"
"A";2021-02-01;0,279108759367288;"cod_pv_5803"
"A";2021-02-13;0,306942099289018;"cod_pv_2574"
"A";2022-02-01;0,347514386234393;"cod_pv_2574"
"A";2022-06-19;0,212059024503188;"cod_pv_5803"
"A";2020-07-09;0,281199916421484;"cod_pv_5803"
"A";2022-03-02;0,270138751630628;"cod_pv_2574"
"A";2020-08-13;0,191418519417887;"cod_pv_2574"
"A";2020-10-26;0,332992054393802;"cod_pv_2574"
"A";2020-10-10;0,293946204801247;"cod_pv_2574"
"A";2021-05-13;0,391184160741816;"cod_pv_2574"
"A";2019-02-22;0,229696914936271;"cod_pv_5803"
"A";2022-07-12;0,267416802669995;"cod_pv_2574"
"A";2020-06-26;0,354100712111543;"cod_pv_2574"
"A";2019-04-09;0,487755182715059;"cod_pv_2574"
"A";2020-09-08;0,373440103004874;"cod_pv_2574"
"A";2019-07-17;0,263756289565674;"cod_pv_2574"
"A";2020-12-21;0,198806747270992;"cod_pv_2574"
"A";2021-12-20;0,311159426018895;"cod_pv_2574"
"A";2021-02-23;0,349566012909492;"cod_pv_2574"
"A";2020-08-27;0,298242592289317;"cod_pv_2574"
"A";2022-06-18;0,158663647298663;"cod_pv_5803"
"A";2020-04-17;0,46976603662772;"cod_pv_2574"
"A";2021-08-07;0,246277650088379;"cod_pv_5803"
"A";2019-04-02;0,441205337730617;"cod_pv_2574"
"A";2021-04-11;0,359096787309619;"cod_pv_5803"
"A";2021-10-02;0,242419485088576;"cod_pv_2574"
"A";2019-06-30;0,298748016422049;"cod_pv_2574"
"A";2022-02-28;0,264745113762784;"cod_pv_5803"
"A";2020-05-06;0,526463329926191;"cod_pv_2574"
"A";2022-01-23;0,253089299126379;"cod_pv_5803"
"A";2019-11-16;0,269392192185409;"cod_pv_5803"
"A";2020-11-19;0,27610162695746;"cod_pv_2574"
"A";2019-05-28;0,402563827444248;"cod_pv_2574"
"A";2019-12-02;0,280000451775761;"cod_pv_5803"
